age_group,year,state,voted,yearSDR
25-34,1988,New Mexico,0.4864864864864865,NA
25-34,1988,New York,0.5126315789473684,NA
25-34,1988,North Carolina,0.4788004136504654,2008
25-34,1988,Ohio,0.536779324055666,2006
25-34,1988,Oklahoma,0.4869281045751634,NA
25-34,1988,Oregon,0.5578512396694215,NA
25-34,1988,Pennsylvania,0.45779543197616684,NA
25-34,1988,Rhode Island,0.5489130434782609,NA
25-34,1988,South Carolina,0.40509915014164305,NA
25-34,1988,South Dakota,0.667574931880109,NA
25-34,1988,Tennessee,0.39933993399339934,NA
25-34,1988,Texas,0.4876760563380282,NA
25-34,1988,Utah,0.6805111821086262,2018
25-34,1988,Vermont,0.5518672199170125,2018
25-34,1988,Virginia,0.5073313782991202,NA
25-34,1988,Washington,0.5243055555555556,NA
25-34,1988,West Virginia,0.41155234657039713,NA
25-34,1988,Wisconsin,0.6114457831325302,1978
25-34,1988,Wyoming,0.5487179487179488,1994
25-34,1990,Alabama,0.42748091603053434,NA
25-34,1990,Alaska,0.5718085106382979,NA
25-34,1990,Arizona,0.4025974025974026,NA
25-34,1990,Arkansas,0.40705128205128205,NA
25-34,1990,California,0.4332932692307692,2018
25-34,1990,Colorado,0.396078431372549,2014
25-34,1990,Connecticut,0.39901477832512317,2014
25-34,1990,Delaware,0.2979591836734694,NA
25-34,1990,Florida,0.2932642487046632,NA
25-34,1990,Georgia,0.32684824902723736,NA
25-34,1990,Hawaii,0.43,2018
25-34,1990,Idaho,0.39197530864197533,1994
25-34,1990,Illinois,0.41983122362869196,2006
25-34,1990,Indiana,0.3037037037037037,NA
25-34,1990,Iowa,0.4406779661016949,2008
25-34,1990,Kansas,0.4355400696864111,NA
25-34,1990,Kentucky,0.2965779467680608,NA
25-34,1990,Louisiana,0.41452991452991456,NA
25-34,1990,Maine,0.6294820717131474,1978
25-34,1990,Maryland,0.2361111111111111,2016
25-34,1990,Massachusetts,0.5021367521367521,NA
25-34,1990,Michigan,0.3421774931381519,NA
25-34,1990,Minnesota,0.5555555555555556,1978
25-34,1990,Mississippi,0.25882352941176473,NA
25-34,1990,Missouri,0.2549019607843137,NA
25-34,1990,Montana,0.5642857142857143,2006
25-34,1990,Nebraska,0.45484949832775917,NA
25-34,1990,Nevada,0.4107142857142857,NA
25-34,1990,New Hampshire,0.3474178403755869,1996
25-34,1990,New Jersey,0.3180291153415454,NA
25-34,1990,New Mexico,0.3497942386831276,NA
25-34,1990,New York,0.33994708994708994,NA
25-34,1990,North Carolina,0.43326039387308535,2008
25-34,1990,Ohio,0.3893805309734513,2006
25-34,1990,Oklahoma,0.3107569721115538,NA
25-34,1990,Oregon,0.49137931034482757,NA
25-34,1990,Pennsylvania,0.2991718426501035,NA
25-34,1990,Rhode Island,0.42564102564102563,NA
25-34,1990,South Carolina,0.35735735735735735,NA
25-34,1990,South Dakota,0.5,NA
25-34,1990,Tennessee,0.20774647887323944,NA
25-34,1990,Texas,0.36151079136690645,NA
25-34,1990,Utah,0.32142857142857145,2018
25-34,1990,Vermont,0.4326923076923077,2018
25-34,1990,Virginia,0.29429429429429427,NA
25-34,1990,Washington,0.27956989247311825,NA
25-34,1990,West Virginia,0.2261904761904762,NA
25-34,1990,Wisconsin,0.322884012539185,1978
25-34,1990,Wyoming,0.4385026737967914,1994
25-34,1992,Alabama,0.5833333333333334,NA
25-34,1992,Alaska,0.6547231270358306,NA
25-34,1992,Arizona,0.6119402985074627,NA
25-34,1992,Arkansas,0.48659003831417624,NA
25-34,1992,California,0.6127124907612712,2018
25-34,1992,Colorado,0.6401384083044983,2014
25-34,1992,Connecticut,0.7725118483412322,2014
25-34,1992,Delaware,0.6010928961748634,NA
25-34,1992,Florida,0.48989298454221164,NA
25-34,1992,Georgia,0.47509578544061304,NA
25-34,1992,Hawaii,0.47317073170731705,2018
25-34,1992,Idaho,0.6434108527131783,1994
25-34,1992,Illinois,0.6189349112426036,2006
25-34,1992,Indiana,0.5532786885245902,NA
25-34,1992,Iowa,0.6153846153846154,2008
25-34,1992,Kansas,0.6929133858267716,NA
25-34,1992,Kentucky,0.4896551724137931,NA
25-34,1992,Louisiana,0.6267942583732058,NA
25-34,1992,Maine,0.7452830188679245,1978
25-34,1992,Maryland,0.6651162790697674,2016
25-34,1992,Massachusetts,0.6283185840707964,NA
25-34,1992,Michigan,0.6148068669527897,NA
25-34,1992,Minnesota,0.7086092715231788,1978
25-34,1992,Mississippi,0.6233333333333333,NA
25-34,1992,Missouri,0.5875,NA
25-34,1992,Montana,0.6057347670250897,2006
25-34,1992,Nebraska,0.5830508474576271,NA
25-34,1992,Nevada,0.5092592592592593,NA
25-34,1992,New Hampshire,0.6096256684491979,1996
25-34,1992,New Jersey,0.6013513513513513,NA
25-34,1992,New Mexico,0.5401785714285714,NA
25-34,1992,New York,0.5700280112044818,NA
25-34,1992,North Carolina,0.5388235294117647,2008
25-34,1992,Ohio,0.582815734989648,2006
25-34,1992,Oklahoma,0.6299212598425197,NA
25-34,1992,Oregon,0.659919028340081,NA
25-34,1992,Pennsylvania,0.5261437908496732,NA
25-34,1992,Rhode Island,0.6811594202898551,NA
25-34,1992,South Carolina,0.5211864406779662,NA
25-34,1992,South Dakota,0.618421052631579,NA
25-34,1992,Tennessee,0.4208860759493671,NA
25-34,1992,Texas,0.5238095238095238,NA
25-34,1992,Utah,0.6865671641791045,2018
25-34,1992,Vermont,0.665,2018
25-34,1992,Virginia,0.5765472312703583,NA
25-34,1992,Washington,0.5762081784386617,NA
25-34,1992,West Virginia,0.4396551724137931,NA
25-34,1992,Wisconsin,0.7025495750708215,1978
25-34,1992,Wyoming,0.48520710059171596,1994
25-34,1994,Alabama,0.3978494623655914,NA
25-34,1994,Alaska,0.5275590551181102,NA
25-34,1994,Arizona,0.308411214953271,NA
25-34,1994,Arkansas,0.34763948497854075,NA
25-34,1994,California,0.4609250398724083,2018
25-34,1994,Colorado,0.36704119850187267,2014
25-34,1994,Connecticut,0.40397350993377484,2014
25-34,1994,Delaware,0.23121387283236994,NA
25-34,1994,Florida,0.34269662921348315,NA
25-34,1994,Georgia,0.2606060606060606,NA
25-34,1994,Hawaii,0.3151515151515151,2018
25-34,1994,Idaho,0.4144736842105263,1994
25-34,1994,Illinois,0.29763387297633875,2006
25-34,1994,Indiana,0.23504273504273504,NA
25-34,1994,Iowa,0.4032258064516129,2008
25-34,1994,Kansas,0.35384615384615387,NA
25-34,1994,Kentucky,0.19742489270386265,NA
25-34,1994,Louisiana,0.2669683257918552,NA
25-34,1994,Maine,0.47668393782383417,1978
25-34,1994,Maryland,0.34841628959276016,2016
25-34,1994,Massachusetts,0.428380187416332,NA
25-34,1994,Michigan,0.42626728110599077,NA
25-34,1994,Minnesota,0.46303501945525294,1978
25-34,1994,Mississippi,0.3112033195020747,NA
25-34,1994,Missouri,0.4782608695652174,NA
25-34,1994,Montana,0.4637096774193548,2006
25-34,1994,Nebraska,0.36464088397790057,NA
25-34,1994,Nevada,0.31443298969072164,NA
25-34,1994,New Hampshire,0.3160919540229885,1996
25-34,1994,New Jersey,0.3269230769230769,NA
25-34,1994,New Mexico,0.38076923076923075,NA
25-34,1994,New York,0.41358024691358025,NA
25-34,1994,North Carolina,0.25096525096525096,2008
25-34,1994,Ohio,0.3447171824973319,2006
25-34,1994,Oklahoma,0.33707865168539325,NA
25-34,1994,Oregon,0.5585106382978723,NA
25-34,1994,Pennsylvania,0.28156424581005585,NA
25-34,1994,Rhode Island,0.4946236559139785,NA
25-34,1994,South Carolina,0.31555555555555553,NA
25-34,1994,South Dakota,0.5090252707581228,NA
25-34,1994,Tennessee,0.28627450980392155,NA
25-34,1994,Texas,0.31828703703703703,NA
25-34,1994,Utah,0.3333333333333333,2018
25-34,1994,Vermont,0.30538922155688625,2018
25-34,1994,Virginia,0.3868131868131868,NA
25-34,1994,Washington,0.40789473684210525,NA
25-34,1994,West Virginia,0.20535714285714285,NA
25-34,1994,Wisconsin,0.31496062992125984,1978
25-34,1994,Wyoming,0.5181347150259067,1994
25-34,1996,Alabama,0.5318181818181819,NA
25-34,1996,Alaska,0.5094339622641509,NA
25-34,1996,Arizona,0.41935483870967744,NA
25-34,1996,Arkansas,0.44594594594594594,NA
25-34,1996,California,0.4805945499587118,2018
25-34,1996,Colorado,0.5320754716981132,2014
25-34,1996,Connecticut,0.44029850746268656,2014
25-34,1996,Delaware,0.44680851063829785,NA
25-34,1996,Florida,0.4581560283687943,NA
25-34,1996,Georgia,0.4353312302839117,NA
25-34,1996,Hawaii,0.3407821229050279,2018
25-34,1996,Idaho,0.5397489539748954,1994
25-34,1996,Illinois,0.43607954545454547,2006
25-34,1996,Indiana,0.5079365079365079,NA
25-34,1996,Iowa,0.5061728395061729,2008
25-34,1996,Kansas,0.5333333333333333,NA
25-34,1996,Kentucky,0.4268292682926829,NA
25-34,1996,Louisiana,0.5854545454545454,NA
25-34,1996,Maine,0.632768361581921,1978
25-34,1996,Maryland,0.5294117647058824,2016
25-34,1996,Massachusetts,0.45194805194805193,NA
25-34,1996,Michigan,0.4812398042414356,NA
25-34,1996,Minnesota,0.596,1978
25-34,1996,Mississippi,0.44594594594594594,NA
25-34,1996,Missouri,0.5720720720720721,NA
25-34,1996,Montana,0.5238095238095238,2006
25-34,1996,Nebraska,0.5825242718446602,NA
25-34,1996,Nevada,0.41208791208791207,NA
25-34,1996,New Hampshire,0.4909090909090909,1996
25-34,1996,New Jersey,0.5067873303167421,NA
25-34,1996,New Mexico,0.3816793893129771,NA
25-34,1996,New York,0.5,NA
25-34,1996,North Carolina,0.46218487394957986,2008
25-34,1996,Ohio,0.48982785602503914,2006
25-34,1996,Oklahoma,0.43018867924528303,NA
25-34,1996,Oregon,0.5606060606060606,NA
25-34,1996,Pennsylvania,0.460545193687231,NA
25-34,1996,Rhode Island,0.5276073619631901,NA
25-34,1996,South Carolina,0.4702702702702703,NA
25-34,1996,South Dakota,0.5019455252918288,NA
25-34,1996,Tennessee,0.4497991967871486,NA
25-34,1996,Texas,0.42493946731234866,NA
25-34,1996,Utah,0.40625,2018
25-34,1996,Vermont,0.48125,2018
25-34,1996,Virginia,0.44982698961937717,NA
25-34,1996,Washington,0.5336322869955157,NA
25-34,1996,West Virginia,0.3803418803418803,NA
25-34,1996,Wisconsin,0.5166666666666667,1978
25-34,1996,Wyoming,0.5707762557077626,1994
25-34,1998,Alabama,0.4177777777777778,NA
25-34,1998,Alaska,0.47282608695652173,NA
25-34,1998,Arizona,0.2102803738317757,NA
25-34,1998,Arkansas,0.27722772277227725,NA
25-34,1998,California,0.3839779005524862,2018
25-34,1998,Colorado,0.42803030303030304,2014
25-34,1998,Connecticut,0.336,2014
25-34,1998,Delaware,0.2413793103448276,NA
25-34,1998,Florida,0.29304635761589404,NA
25-34,1998,Georgia,0.2633333333333333,NA
25-34,1998,Hawaii,0.3790849673202614,2018
25-34,1998,Idaho,0.3613861386138614,1994
25-34,1998,Illinois,0.3521341463414634,2006
25-34,1998,Indiana,0.2597402597402597,NA
25-34,1998,Iowa,0.36363636363636365,2008
25-34,1998,Kansas,0.3058252427184466,NA
25-34,1998,Kentucky,0.3305439330543933,NA
25-34,1998,Louisiana,0.27014218009478674,NA
25-34,1998,Maine,0.32954545454545453,1978
25-34,1998,Maryland,0.43209876543209874,2016
25-34,1998,Massachusetts,0.345088161209068,NA
25-34,1998,Michigan,0.4359861591695502,NA
25-34,1998,Minnesota,0.5769230769230769,1978
25-34,1998,Mississippi,0.3163841807909605,NA
25-34,1998,Missouri,0.288135593220339,NA
25-34,1998,Montana,0.3417085427135678,2006
25-34,1998,Nebraska,0.3165829145728643,NA
25-34,1998,Nevada,0.19047619047619047,NA
25-34,1998,New Hampshire,0.22602739726027396,1996
25-34,1998,New Jersey,0.23214285714285715,NA
25-34,1998,New Mexico,0.4219409282700422,NA
25-34,1998,New York,0.32574031890660593,NA
25-34,1998,North Carolina,0.32367149758454106,2008
25-34,1998,Ohio,0.3284313725490196,2006
25-34,1998,Oklahoma,0.2127659574468085,NA
25-34,1998,Oregon,0.41040462427745666,NA
25-34,1998,Pennsylvania,0.2715654952076677,NA
25-34,1998,Rhode Island,0.45806451612903226,NA
25-34,1998,South Carolina,0.48201438848920863,NA
25-34,1998,South Dakota,0.37142857142857144,NA
25-34,1998,Tennessee,0.2600896860986547,NA
25-34,1998,Texas,0.22756005056890014,NA
25-34,1998,Utah,0.27149321266968324,2018
25-34,1998,Vermont,0.3805970149253731,2018
25-34,1998,Virginia,0.15261044176706828,NA
25-34,1998,Washington,0.31336405529953915,NA
25-34,1998,West Virginia,0.20187793427230047,NA
25-34,1998,Wisconsin,0.34177215189873417,1978
25-34,1998,Wyoming,0.32065217391304346,1994
25-34,2000,Alabama,0.6065573770491803,NA
25-34,2000,Alaska,0.6506024096385542,NA
25-34,2000,Arizona,0.3665158371040724,NA
25-34,2000,Arkansas,0.39473684210526316,NA
25-34,2000,California,0.4708835341365462,2018
25-34,2000,Colorado,0.4933920704845815,2014
25-34,2000,Connecticut,0.5210084033613446,2014
25-34,2000,Delaware,0.5648854961832062,NA
25-34,2000,Florida,0.5321100917431193,NA
25-34,2000,Georgia,0.4684385382059801,NA
25-34,2000,Hawaii,0.35172413793103446,2018
25-34,2000,Idaho,0.4722222222222222,1994
25-34,2000,Illinois,0.5357142857142857,2006
25-34,2000,Indiana,0.4325581395348837,NA
25-34,2000,Iowa,0.6132596685082873,2008
25-34,2000,Kansas,0.4915254237288136,NA
25-34,2000,Kentucky,0.5128205128205128,NA
25-34,2000,Louisiana,0.6490384615384616,NA
25-34,2000,Maine,0.5748502994011976,1978
25-34,2000,Maryland,0.43312101910828027,2016
25-34,2000,Massachusetts,0.5051903114186851,NA
25-34,2000,Michigan,0.5548387096774193,NA
25-34,2000,Minnesota,0.6285714285714286,1978
25-34,2000,Mississippi,0.48823529411764705,NA
25-34,2000,Missouri,0.593939393939394,NA
25-34,2000,Montana,0.47,2006
25-34,2000,Nebraska,0.521505376344086,NA
25-34,2000,Nevada,0.37,NA
25-34,2000,New Hampshire,0.609271523178808,1996
25-34,2000,New Jersey,0.5437158469945356,NA
25-34,2000,New Mexico,0.4925373134328358,NA
25-34,2000,New York,0.5117493472584856,NA
25-34,2000,North Carolina,0.5176151761517616,2008
25-34,2000,Ohio,0.4878048780487805,2006
25-34,2000,Oklahoma,0.47029702970297027,NA
25-34,2000,Oregon,0.5914634146341463,NA
25-34,2000,Pennsylvania,0.4780114722753346,NA
25-34,2000,Rhode Island,0.5703125,NA
25-34,2000,South Carolina,0.5373134328358209,NA
25-34,2000,South Dakota,0.47549019607843135,NA
25-34,2000,Tennessee,0.4631578947368421,NA
25-34,2000,Texas,0.47462277091906724,NA
25-34,2000,Utah,0.48034934497816595,2018
25-34,2000,Vermont,0.49635036496350365,2018
25-34,2000,Virginia,0.5465587044534413,NA
25-34,2000,Washington,0.47305389221556887,NA
25-34,2000,West Virginia,0.5,NA
25-34,2000,Wisconsin,0.5916230366492147,1978
25-34,2000,Wyoming,0.5977011494252874,1994
25-34,2002,Alabama,0.4153846153846154,NA
25-34,2002,Alaska,0.41762452107279696,NA
25-34,2002,Arizona,0.2554112554112554,NA
25-34,2002,Arkansas,0.31693989071038253,NA
25-34,2002,California,0.3052959501557632,2018
25-34,2002,Colorado,0.3776041666666667,2014
25-34,2002,Connecticut,0.2962962962962963,2014
25-34,2002,Delaware,0.2537313432835821,NA
25-34,2002,Florida,0.32137030995106036,NA
25-34,2002,Georgia,0.3096085409252669,NA
25-34,2002,Hawaii,0.2596685082872928,2018
25-34,2002,Idaho,0.4036697247706422,1994
25-34,2002,Illinois,0.3508771929824561,2006
25-34,2002,Indiana,0.2696245733788396,NA
25-34,2002,Iowa,0.34507042253521125,2008
25-34,2002,Kansas,0.27235772357723576,NA
25-34,2002,Kentucky,0.4125560538116592,NA
25-34,2002,Louisiana,0.35542168674698793,NA
25-34,2002,Maine,0.4743083003952569,1978
25-34,2002,Maryland,0.3253588516746411,2016
25-34,2002,Massachusetts,0.36217948717948717,NA
25-34,2002,Michigan,0.3286573146292585,NA
25-34,2002,Minnesota,0.5446153846153846,1978
25-34,2002,Mississippi,0.3081081081081081,NA
25-34,2002,Missouri,0.38235294117647056,NA
25-34,2002,Montana,0.3854166666666667,2006
25-34,2002,Nebraska,0.31985294117647056,NA
25-34,2002,Nevada,0.2988165680473373,NA
25-34,2002,New Hampshire,0.3715277777777778,1996
25-34,2002,New Jersey,0.2616580310880829,NA
25-34,2002,New Mexico,0.26666666666666666,NA
25-34,2002,New York,0.3,NA
25-34,2002,North Carolina,0.3135593220338983,2008
25-34,2002,Ohio,0.31379962192816635,2006
25-34,2002,Oklahoma,0.3177570093457944,NA
25-34,2002,Oregon,0.36531365313653136,NA
25-34,2002,Pennsylvania,0.3267504488330341,NA
25-34,2002,Rhode Island,0.3074074074074074,NA
25-34,2002,South Carolina,0.3202247191011236,NA
25-34,2002,South Dakota,0.48616600790513836,NA
25-34,2002,Tennessee,0.36796536796536794,NA
25-34,2002,Texas,0.2517289073305671,NA
25-34,2002,Utah,0.3163265306122449,2018
25-34,2002,Vermont,0.4368932038834951,2018
25-34,2002,Virginia,0.27099236641221375,NA
25-34,2002,Washington,0.29310344827586204,NA
25-34,2002,West Virginia,0.21031746031746032,NA
25-34,2002,Wisconsin,0.3392330383480826,1978
25-34,2002,Wyoming,0.3615023474178404,1994
25-34,2004,Alabama,0.5618556701030928,NA
25-34,2004,Alaska,0.6694915254237288,NA
25-34,2004,Arizona,0.5528846153846154,NA
25-34,2004,Arkansas,0.5300546448087432,NA
25-34,2004,California,0.5443668993020937,2018
25-34,2004,Colorado,0.5945945945945946,2014
25-34,2004,Connecticut,0.4935064935064935,2014
25-34,2004,Delaware,0.6009389671361502,NA
25-34,2004,Florida,0.5566218809980806,NA
25-34,2004,Georgia,0.5640243902439024,NA
25-34,2004,Hawaii,0.39800995024875624,2018
25-34,2004,Idaho,0.5291005291005291,1994
25-34,2004,Illinois,0.5882352941176471,2006
25-34,2004,Indiana,0.4682274247491639,NA
25-34,2004,Iowa,0.6203389830508474,2008
25-34,2004,Kansas,0.5416666666666666,NA
25-34,2004,Kentucky,0.5491071428571429,NA
25-34,2004,Louisiana,0.6326530612244898,NA
25-34,2004,Maine,0.6554307116104869,1978
25-34,2004,Maryland,0.5613382899628253,2016
25-34,2004,Massachusetts,0.6113207547169811,NA
25-34,2004,Michigan,0.5975609756097561,NA
25-34,2004,Minnesota,0.7441860465116279,1978
25-34,2004,Mississippi,0.5341614906832298,NA
25-34,2004,Missouri,0.5736434108527132,NA
25-34,2004,Montana,0.5547445255474452,2006
25-34,2004,Nebraska,0.5428571428571428,NA
25-34,2004,Nevada,0.4811715481171548,NA
25-34,2004,New Hampshire,0.6728395061728395,1996
25-34,2004,New Jersey,0.5567375886524822,NA
25-34,2004,New Mexico,0.6646341463414634,NA
25-34,2004,New York,0.5433436532507739,NA
25-34,2004,North Carolina,0.5520231213872833,2008
25-34,2004,Ohio,0.5862068965517241,2006
25-34,2004,Oklahoma,0.5,NA
25-34,2004,Oregon,0.6666666666666666,NA
25-34,2004,Pennsylvania,0.6103896103896104,NA
25-34,2004,Rhode Island,0.5152838427947598,NA
25-34,2004,South Carolina,0.5767634854771784,NA
25-34,2004,South Dakota,0.5509433962264151,NA
25-34,2004,Tennessee,0.42924528301886794,NA
25-34,2004,Texas,0.4740740740740741,NA
25-34,2004,Utah,0.6604477611940298,2018
25-34,2004,Vermont,0.5630630630630631,2018
25-34,2004,Virginia,0.534965034965035,NA
25-34,2004,Washington,0.581081081081081,NA
25-34,2004,West Virginia,0.5051020408163265,NA
25-34,2004,Wisconsin,0.7062706270627063,1978
25-34,2004,Wyoming,0.5666666666666667,1994
25-34,2006,Alabama,0.3783783783783784,NA
25-34,2006,Alaska,0.3709677419354839,NA
25-34,2006,Arizona,0.3423913043478261,NA
25-34,2006,Arkansas,0.28484848484848485,NA
25-34,2006,California,0.3268876611418048,2018
25-34,2006,Colorado,0.4540229885057471,2014
25-34,2006,Connecticut,0.3052959501557632,2014
25-34,2006,Delaware,0.3333333333333333,NA
25-34,2006,Florida,0.2523191094619666,NA
25-34,2006,Georgia,0.3436619718309859,NA
25-34,2006,Hawaii,0.1895734597156398,2018
25-34,2006,Idaho,0.38219895287958117,1994
25-34,2006,Illinois,0.31565656565656564,2006
25-34,2006,Indiana,0.2785388127853881,NA
25-34,2006,Iowa,0.3953488372093023,2008
25-34,2006,Kansas,0.31221719457013575,NA
25-34,2006,Kentucky,0.3409090909090909,NA
25-34,2006,Louisiana,0.2706766917293233,NA
25-34,2006,Maine,0.37606837606837606,1978
25-34,2006,Maryland,0.4174174174174174,2016
25-34,2006,Massachusetts,0.39204545454545453,NA
25-34,2006,Michigan,0.4613259668508287,NA
25-34,2006,Minnesota,0.5177664974619289,1978
25-34,2006,Mississippi,0.3188405797101449,NA
25-34,2006,Missouri,0.45936395759717313,NA
25-34,2006,Montana,0.4444444444444444,2006
25-34,2006,Nebraska,0.3568075117370892,NA
25-34,2006,Nevada,0.2889908256880734,NA
25-34,2006,New Hampshire,0.3225806451612903,1996
25-34,2006,New Jersey,0.29535864978902954,NA
25-34,2006,New Mexico,0.32061068702290074,NA
25-34,2006,New York,0.3,NA
25-34,2006,North Carolina,0.2440944881889764,2008
25-34,2006,Ohio,0.38789237668161436,2006
25-34,2006,Oklahoma,0.3383838383838384,NA
25-34,2006,Oregon,0.4597156398104265,NA
25-34,2006,Pennsylvania,0.32142857142857145,NA
25-34,2006,Rhode Island,0.41363636363636364,NA
25-34,2006,South Carolina,0.3575418994413408,NA
25-34,2006,South Dakota,0.5043103448275862,NA
25-34,2006,Tennessee,0.3474576271186441,NA
25-34,2006,Texas,0.24397163120567375,NA
25-34,2006,Utah,0.26181818181818184,2018
25-34,2006,Vermont,0.3456221198156682,2018
25-34,2006,Virginia,0.3689655172413793,NA
25-34,2006,Washington,0.35039370078740156,NA
25-34,2006,West Virginia,0.2702702702702703,NA
25-34,2006,Wisconsin,0.44336569579288027,1978
25-34,2006,Wyoming,0.3423913043478261,1994
25-34,2008,Alabama,0.5274725274725275,NA
25-34,2008,Alaska,0.5868544600938967,NA
25-34,2008,Arizona,0.5531914893617021,NA
25-34,2008,Arkansas,0.4407894736842105,NA
25-34,2008,California,0.5800548947849954,2018
25-34,2008,Colorado,0.6193353474320241,2014
25-34,2008,Connecticut,0.6126482213438735,2014
25-34,2008,Delaware,0.5906735751295337,NA
25-34,2008,Florida,0.5700712589073634,NA
25-34,2008,Georgia,0.6024096385542169,NA
25-34,2008,Hawaii,0.37799043062200954,2018
25-34,2008,Idaho,0.4463276836158192,1994
25-34,2008,Illinois,0.5362318840579711,2006
25-34,2008,Indiana,0.5095238095238095,NA
25-34,2008,Iowa,0.639871382636656,2008
25-34,2008,Kansas,0.5047619047619047,NA
25-34,2008,Kentucky,0.5752212389380531,NA
25-34,2008,Louisiana,0.6267605633802817,NA
25-34,2008,Maine,0.625,1978
25-34,2008,Maryland,0.6626506024096386,2016
25-34,2008,Massachusetts,0.5879120879120879,NA
25-34,2008,Michigan,0.6313993174061433,NA
25-34,2008,Minnesota,0.7379679144385026,1978
25-34,2008,Mississippi,0.7021276595744681,NA
25-34,2008,Missouri,0.6142322097378277,NA
25-34,2008,Montana,0.6030534351145038,2006
25-34,2008,Nebraska,0.5991561181434599,NA
25-34,2008,Nevada,0.5370370370370371,NA
25-34,2008,New Hampshire,0.6956521739130435,1996
25-34,2008,New Jersey,0.5884615384615385,NA
25-34,2008,New Mexico,0.48951048951048953,NA
25-34,2008,New York,0.5242718446601942,NA
25-34,2008,North Carolina,0.6533333333333333,2008
25-34,2008,Ohio,0.5604113110539846,2006
25-34,2008,Oklahoma,0.5380116959064327,NA
25-34,2008,Oregon,0.6413502109704642,NA
25-34,2008,Pennsylvania,0.589010989010989,NA
25-34,2008,Rhode Island,0.5833333333333334,NA
25-34,2008,South Carolina,0.5523255813953488,NA
25-34,2008,South Dakota,0.5851528384279476,NA
25-34,2008,Tennessee,0.5187165775401069,NA
25-34,2008,Texas,0.436,NA
25-34,2008,Utah,0.48226950354609927,2018
25-34,2008,Vermont,0.4975369458128079,2018
25-34,2008,Virginia,0.6996587030716723,NA
25-34,2008,Washington,0.6203007518796992,NA
25-34,2008,West Virginia,0.43617021276595747,NA
25-34,2008,Wisconsin,0.593103448275862,1978
25-34,2008,Wyoming,0.5675675675675675,1994
25-34,2010,Alabama,0.36904761904761907,NA
25-34,2010,Alaska,0.3869346733668342,NA
25-34,2010,Arizona,0.38125,NA
25-34,2010,Arkansas,0.25675675675675674,NA
25-34,2010,California,0.34531772575250835,2018
25-34,2010,Colorado,0.371875,2014
25-34,2010,Connecticut,0.29213483146067415,2014
25-34,2010,Delaware,0.375,NA
25-34,2010,Florida,0.2717842323651452,NA
25-34,2010,Georgia,0.34104046242774566,NA
25-34,2010,Hawaii,0.3045267489711934,2018
25-34,2010,Idaho,0.32571428571428573,1994
25-34,2010,Illinois,0.311804008908686,2006
25-34,2010,Indiana,0.26576576576576577,NA
25-34,2010,Iowa,0.3951367781155015,2008
25-34,2010,Kansas,0.32786885245901637,NA
25-34,2010,Kentucky,0.3333333333333333,NA
25-34,2010,Louisiana,0.3422818791946309,NA
25-34,2010,Maine,0.36153846153846153,1978
25-34,2010,Maryland,0.3123209169054441,2016
25-34,2010,Massachusetts,0.32786885245901637,NA
25-34,2010,Michigan,0.3054662379421222,NA
25-34,2010,Minnesota,0.44963144963144963,1978
25-34,2010,Mississippi,0.3515625,NA
25-34,2010,Missouri,0.3054662379421222,NA
25-34,2010,Montana,0.4090909090909091,2006
25-34,2010,Nebraska,0.26200873362445415,NA
25-34,2010,Nevada,0.2677165354330709,NA
25-34,2010,New Hampshire,0.2993827160493827,1996
25-34,2010,New Jersey,0.20816326530612245,NA
25-34,2010,New Mexico,0.31724137931034485,NA
25-34,2010,New York,0.305982905982906,NA
25-34,2010,North Carolina,0.3,2008
25-34,2010,Ohio,0.2733812949640288,2006
25-34,2010,Oklahoma,0.25133689839572193,NA
25-34,2010,Oregon,0.4009009009009009,NA
25-34,2010,Pennsylvania,0.2990867579908676,NA
25-34,2010,Rhode Island,0.34375,NA
25-34,2010,South Carolina,0.41626794258373206,NA
25-34,2010,South Dakota,0.4517374517374517,NA
25-34,2010,Tennessee,0.23595505617977527,NA
25-34,2010,Texas,0.20316301703163017,NA
25-34,2010,Utah,0.2886178861788618,2018
25-34,2010,Vermont,0.4074074074074074,2018
25-34,2010,Virginia,0.2830188679245283,NA
25-34,2010,Washington,0.43272727272727274,NA
25-34,2010,West Virginia,0.2708333333333333,NA
25-34,2010,Wisconsin,0.3956386292834891,1978
25-34,2010,Wyoming,0.3492063492063492,1994
25-34,2012,Alabama,0.5128205128205128,NA
25-34,2012,Alaska,0.4641350210970464,NA
25-34,2012,Arizona,0.4,NA
25-34,2012,Arkansas,0.41899441340782123,NA
25-34,2012,California,0.5032520325203252,2018
25-34,2012,Colorado,0.6076696165191741,2014
25-34,2012,Connecticut,0.5317460317460317,2014
25-34,2012,Delaware,0.5767195767195767,NA
25-34,2012,Florida,0.5212981744421906,NA
25-34,2012,Georgia,0.6109510086455331,NA
25-34,2012,Hawaii,0.3682008368200837,2018
25-34,2012,Idaho,0.5581395348837209,1994
25-34,2012,Illinois,0.5708502024291497,2006
25-34,2012,Indiana,0.4353448275862069,NA
25-34,2012,Iowa,0.6230031948881789,2008
25-34,2012,Kansas,0.48760330578512395,NA
25-34,2012,Kentucky,0.5129533678756477,NA
25-34,2012,Louisiana,0.6728395061728395,NA
25-34,2012,Maine,0.6009389671361502,1978
25-34,2012,Maryland,0.6363636363636364,2016
25-34,2012,Massachusetts,0.6398104265402843,NA
